,uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name
1332,1333,2020-03-31,Yes,Yes,1.20125,Very Good,51,Female,3.0,One,0.0,,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,,Large changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,5.0,1.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,MECKLENBURG
1333,1334,2020-03-31,Yes,Yes,1.01204,Very Good,72,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,Yes,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,Another race,Yes,Another race,Live,Caucasian,517.0,3.0,5.0,Other / Unaffiliated,3.0,4.0,1.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,GASTON
1334,1335,2020-03-31,Yes,Yes,0.472926,Fair,54,Male,3.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,Yes,Yes,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,3.0,4.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,IREDELL
1335,1336,2020-03-31,No,,1.20125,Very Good,58,Female,3.0,None,6.0,0.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1336,1337,2020-03-31,Yes,Yes,0.913725,Good,78,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,Yes,6.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,Black,Yes,Black,Live,Black,517.0,5.0,5.0,Democrat,4.0,3.0,4.0,3.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,MECKLENBURG
1337,1338,2020-03-31,Yes,Yes,0.889592,Good,77,Male,3.0,None,4.0,3.0,Yes,,0.0,Yes,Yes,Yes,No,No,5.0,Yes,No,No,Most are reacting appropriately,No real changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,5.0,5.0,Democrat,3.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,IREDELL
1338,1339,2020-03-31,Yes,Yes,1.3666,Good,49,Female,2.0,None,0.0,,Yes,,2.0,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,Live,Black,517.0,5.0,5.0,Democrat,3.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,MECKLENBURG
1339,1340,2020-03-31,Yes,Yes,0.285488,Fair,86,Female,3.0,None,2.0,0.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,,,4.0,,2.0,,,,,,,,,,1.0,4.0,5.0,ROWAN
1340,1341,2020-03-31,Yes,Yes,0.285488,Good,66,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,Yes,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,3.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,MECKLENBURG
1341,1342,2020-03-31,Yes,No,1.20125,Good,64,Female,2.0,None,4.0,1.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,1.0,,Other / Unaffiliated,,,4.0,,5.0,,,,,,,,,,1.0,3.0,3.0,
1342,1343,2020-03-31,Yes,Yes,0.285488,Fair,70,Female,3.0,Two,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,CLEVELAND
1343,1344,2020-03-31,No,,0.42698500000000006,Good,63,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,4.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1344,1345,2020-03-31,No,,1.6066,Good,26,Male,2.0,Two,6.0,3.0,Yes,No,0.0,Yes,No,Yes,No,No,7.0,Yes,No,No,Most are underestimating the risks,Small changes,No,Yes,,No,Hispanic or Latino,Live,,,,,,,,,,,,,,,,,,,,,,,
1345,1346,2020-03-31,No,,0.285488,Poor,74,Female,1.0,None,0.0,,No,,3.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1346,1347,2020-03-31,Yes,Yes,1.3666,Good,63,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,Live,Black,517.0,5.0,5.0,Democrat,3.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,CLEVELAND
1347,1348,2020-03-31,No,,1.41222,Very Good,26,Male,2.0,None,7.0,4.0,Yes,,0.0,No,No,No,Yes,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1348,1349,2020-03-31,Yes,Yes,1.20125,Fair,63,Female,3.0,None,1.0,0.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,LINCOLN
1349,1350,2020-03-31,No,,0.472926,Very Good,57,Male,2.0,None,9.0,9.0,Yes,,0.0,Yes,No,Yes,Yes,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1350,1351,2020-03-31,Yes,No,0.42698500000000006,Very Good,57,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,Caucasian,517.0,3.0,,Other / Unaffiliated,,,3.0,,3.0,,,,,,,,,,1.0,3.0,1.0,
1351,1352,2020-03-31,No,,0.285488,Very Good,74,Female,3.0,None,0.0,,No,,0.0,Yes,No,No,Yes,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1352,1353,2020-03-31,Yes,Yes,0.472926,Fair,58,Male,2.0,None,0.0,,No,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,No,Most are overreacting to the actual risks,Small changes,No,No,White,No,White,Live,Caucasian,517.0,2.0,5.0,Republican,,,3.0,,2.0,,,,,,,,,,1.0,4.0,2.0,MECKLENBURG
1353,1354,2020-03-31,Yes,Yes,0.285488,Very Good,65,Female,2.0,None,3.0,2.0,Yes,,0.0,Yes,No,Yes,No,No,9.0,Yes,No,No,,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,2.0,MECKLENBURG
1354,1355,2020-03-31,Yes,Yes,1.41222,Very Good,43,Male,4.0,Two,4.0,4.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,LINCOLN
1355,1356,2020-03-31,Yes,No,3.97305,Very Good,44,Male,3.0,One,9.0,7.0,Yes,No,0.0,Yes,No,Yes,Yes,No,3.0,Yes,No,Yes,Most are underestimating the risks,Large changes,Yes,No,White,No,White,Live,Other,517.0,4.0,,Other / Unaffiliated,,,3.0,,4.0,,,,,,,,,,1.0,2.0,1.0,
1356,1357,2020-03-31,Yes,Yes,0.472926,Poor,61,Male,4.0,None,0.0,,No,,0.0,Yes,Yes,Yes,No,No,0.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,5.0,3.0,Democrat,,2.0,3.0,2.0,3.0,2.0,4.0,,1.0,,,,,2.0,1.0,2.0,1.0,ROWAN
1357,1358,2020-03-31,No,,0.472926,Good,60,Male,2.0,None,9.0,0.0,No,,9.0,Yes,No,Yes,No,No,4.0,Yes,Yes,Unsure,Most are underestimating the risks,Small changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1358,1359,2020-03-31,Yes,Yes,0.316205,Good,73,Male,2.0,None,3.0,1.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,MECKLENBURG
1359,1360,2020-03-31,No,,3.97305,Very Good,26,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1360,1361,2020-03-31,Yes,Yes,3.5871,Good,30,Female,3.0,One,0.0,,No,Yes,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,5.0,5.0,Democrat,3.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,GASTON
1361,1362,2020-03-31,Yes,Yes,0.285488,Fair,86,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,IREDELL
1362,1363,2020-03-31,No,,0.285488,Good,77,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1363,1364,2020-03-31,Yes,Yes,0.472926,Fair,50,Male,2.0,None,0.0,,Yes,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,3.0,Republican,,,3.0,,2.0,,,,,,,,,,1.0,4.0,1.0,CLEVELAND
1364,1365,2020-03-31,No,,1.29906,Good,47,Female,6.0,Three or more,5.0,5.0,No,No,0.0,Yes,Yes,Yes,No,No,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,Live,,,,,,,,,,,,,,,,,,,,,,,
1365,1366,2020-03-31,No,,3.40982,Good,34,Female,4.0,Two,2.0,2.0,No,Yes,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1366,1367,2020-03-31,Yes,Yes,0.472926,Good,47,Male,2.0,None,1.0,0.0,No,,0.0,No,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,No,White,Live,Caucasian,517.0,2.0,3.0,Other / Unaffiliated,,4.0,2.0,2.0,4.0,3.0,2.0,,3.0,,,,,4.0,2.0,4.0,1.0,IREDELL
1367,1368,2020-03-31,Yes,Yes,1.41222,Very Good,22,Male,2.0,None,5.0,0.0,No,,0.0,No,Yes,No,No,No,6.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,Caucasian,517.0,2.0,4.0,Other / Unaffiliated,,2.0,4.0,2.0,1.0,2.0,4.0,,3.0,,,,,3.0,1.0,4.0,1.0,ROWAN
1368,1369,2020-03-31,Yes,Yes,0.285488,Fair,86,Female,2.0,None,4.0,4.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,Live,Caucasian,517.0,1.0,4.0,Republican,2.0,2.0,5.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,MECKLENBURG
1370,1371,2020-03-31,Yes,Yes,3.97305,Good,38,Male,7.0,Two,1.0,1.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,3.0,5.0,Other / Unaffiliated,3.0,4.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,1.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,IREDELL
1371,1372,2020-03-31,Yes,Yes,3.97305,Good,42,Male,3.0,One,2.0,2.0,Yes,Yes,0.0,Yes,No,No,No,Yes,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,3.0,5.0,Other / Unaffiliated,3.0,3.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,MECKLENBURG
1372,1373,2020-03-31,Yes,Yes,3.40982,Very Good,32,Female,2.0,None,0.0,,Yes,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,567.0,5.0,5.0,Other / Unaffiliated,3.0,5.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,BUNCOMBE
1373,1374,2020-03-31,Yes,Yes,1.3305,Good,46,Male,4.0,Two,0.0,,Yes,Yes,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,No,White,Live,Caucasian,517.0,5.0,5.0,Democrat,,,2.0,,4.0,,,,,,,,,,1.0,2.0,1.0,MECKLENBURG
1374,1375,2020-03-31,Yes,Yes,1.2750299999999999,Very Good,35,Female,5.0,Two,0.0,,No,No,0.0,Yes,No,No,No,No,8.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,4.0,Republican,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,GASTON
1375,1376,2020-03-31,Yes,Yes,4.080830000000001,Very Good,42,Female,3.0,One,1.0,0.0,Yes,No,3.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,Live,Black,517.0,5.0,5.0,Democrat,5.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,MECKLENBURG
1376,1377,2020-03-31,Yes,No,1.01204,Good,69,Male,2.0,None,0.0,,No,,0.0,No,No,No,No,No,6.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,Black,Yes,Black,Live,Caucasian,517.0,5.0,,Other / Unaffiliated,,,3.0,,4.0,,,,,,,,,,1.0,2.0,3.0,
1377,1378,2020-03-31,Yes,Yes,0.803175,Good,71,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,7.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,5.0,4.0,Democrat,3.0,5.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,MECKLENBURG
1378,1379,2020-03-31,Yes,Yes,0.285488,Very Good,79,Female,2.0,None,1.0,0.0,Yes,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,Live,Caucasian,517.0,5.0,5.0,Democrat,5.0,2.0,4.0,2.0,1.0,4.0,5.0,3.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,ANSON
1379,1380,2020-03-31,Yes,Yes,0.889592,Very Good,71,Male,2.0,None,9.0,5.0,No,,5.0,Yes,Yes,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,3.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,CLEVELAND
1380,1381,2020-03-31,Yes,Yes,0.42698500000000006,Very Good,63,Female,1.0,None,2.0,2.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,Caucasian,517.0,5.0,5.0,Democrat,3.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,IREDELL
1381,1382,2020-03-31,Yes,Yes,1.14188,Very Good,56,Female,2.0,None,9.0,7.0,Yes,,5.0,Yes,No,Yes,Yes,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,567.0,1.0,3.0,Republican,2.0,3.0,3.0,1.0,5.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,BUNCOMBE
1384,1385,2020-03-31,Yes,Yes,0.42698500000000006,Fair,58,Female,4.0,Three or more,1.0,0.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,4.0,5.0,Democrat,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,MECKLENBURG
1385,1386,2020-03-31,Yes,Yes,0.316205,Good,69,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,MECKLENBURG
1386,1387,2020-03-31,No,,1.6066,Very Good,21,Male,4.0,None,5.0,6.0,No,,0.0,Yes,No,No,No,No,8.0,Yes,No,No,Most are underestimating the risks,No real changes,No,No,Black,No,Black,Live,,,,,,,,,,,,,,,,,,,,,,,
1387,1388,2020-03-31,Yes,Yes,0.472926,Very Good,52,Male,3.0,One,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,CABARRUS
1389,1390,2020-03-31,No,,1.3305,Good,45,Male,4.0,Two,4.0,4.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1390,1391,2020-03-31,No,,1.4505299999999999,Very Good,23,Female,6.0,Two,1.0,0.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,Live,,,,,,,,,,,,,,,,,,,,,,,
1391,1392,2020-03-31,Yes,Yes,3.97305,Very Good,41,Male,6.0,Three or more,1.0,1.0,Yes,No,0.0,Yes,Yes,No,No,No,5.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,3.0,5.0,Other / Unaffiliated,3.0,5.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,MECKLENBURG
1392,1393,2020-03-31,Yes,Yes,0.285488,Very Good,69,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,2.0,5.0,Other / Unaffiliated,2.0,3.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,MECKLENBURG
1393,1394,2020-03-31,Yes,Yes,0.316205,Very Good,77,Male,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,UNION
1395,1396,2020-03-31,No,,0.405882,Good,57,Female,3.0,One,3.0,3.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are overreacting to the actual risks,No real changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1397,1398,2020-03-31,Yes,Yes,3.5871,Very Good,35,Female,4.0,Two,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,2.0,4.0,Other / Unaffiliated,,3.0,2.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,1.0,,,3.0,2.0,3.0,1.0,CABARRUS
1398,1399,2020-03-31,No,,1.50641,Good,22,Female,2.0,None,1.0,0.0,Yes,,0.0,No,Yes,No,No,No,8.0,Yes,No,Yes,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1399,1400,2020-03-31,No,,0.845627,Good,67,Male,,None,0.0,,No,,0.0,Yes,No,No,No,No,4.0,Yes,No,No,Most are overreacting to the actual risks,Small changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1400,1401,2020-03-31,Yes,Yes,0.845627,Good,71,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,567.0,4.0,5.0,Democrat,,,3.0,,3.0,,,,,,,,,,1.0,2.0,3.0,HAYWOOD
1401,1402,2020-03-31,Yes,Yes,0.472926,Fair,59,Male,2.0,One,2.0,2.0,No,No,0.0,Yes,No,No,Yes,No,9.0,Yes,Yes,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,2.0,3.0,Other / Unaffiliated,,2.0,2.0,2.0,3.0,3.0,4.0,,2.0,,,,,4.0,1.0,4.0,1.0,CALDWELL
1402,1403,2020-03-31,Yes,Yes,3.40982,Very Good,37,Female,3.0,One,1.0,1.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Black,550.0,5.0,5.0,Democrat,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,NEW HANOVER
1403,1404,2020-03-31,Yes,Yes,0.449553,Good,55,Male,4.0,One,6.0,6.0,Yes,Yes,0.0,Yes,No,No,Yes,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,544.0,1.0,5.0,Republican,,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,,,3.0,1.0,5.0,1.0,CURRITUCK
1404,1405,2020-03-31,Yes,Yes,3.40982,Very Good,28,Female,1.0,None,9.0,1.0,Yes,,2.0,No,Yes,Yes,No,No,9.0,Yes,No,No,Most are overreacting to the actual risks,No real changes,Yes,No,White,Yes,White,Live,Caucasian,544.0,1.0,3.0,Other / Unaffiliated,5.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,GATES
1405,1406,2020-03-31,Yes,Yes,3.40982,Good,37,Female,4.0,Two,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,545.0,2.0,5.0,Other / Unaffiliated,,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,,4.0,4.0,1.0,3.0,1.0,PITT
1406,1407,2020-03-31,No,,0.405882,Very Good,55,Female,6.0,Three or more,0.0,,Yes,No,0.0,No,No,No,No,No,9.0,Yes,Yes,Unsure,,Large changes,No,No,White,No,White,Live,,,,,,,,,,,,,,,,,,,,,,,
1407,1408,2020-03-31,Yes,Yes,1.26475,Fair,63,Male,2.0,None,2.0,2.0,No,,0.0,Yes,No,No,No,No,4.0,No,No,No,Most are overreacting to the actual risks,No real changes,Yes,No,White,Yes,White,Live,Caucasian,545.0,2.0,4.0,Other / Unaffiliated,,,3.0,,3.0,,,,,,,,,,1.0,3.0,2.0,ONSLOW
1408,1409,2020-03-31,Yes,Yes,3.7767,Very Good,27,Male,2.0,None,9.0,9.0,No,,6.0,Yes,Yes,Yes,No,No,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,567.0,5.0,4.0,Other / Unaffiliated,,3.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,,,4.0,2.0,2.0,1.0,YANCEY
1409,1410,2020-03-31,Yes,Yes,1.21202,Good,42,Female,2.0,One,1.0,6.0,Yes,No,0.0,No,No,Yes,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,567.0,5.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,JACKSON
